Iteration,Time Stamp (sec),Hot Temperature (Cel),Cold Temperature (Cel)
0,0,30.0,30.0
1,2.0,30.0,29.904397705544934
2,4.0,29.999483230840784,29.809270838716348
3,6.0,29.99845505574822,29.714614465346443
4,8.0,29.99692078228659,29.620423702476078
5,10.0,29.994885662936262,29.526693717823314
6,12.0,29.992354895665382,29.43341972925746
7,14.0,29.98933362449561,29.34059700427858
8,16.0,29.985826940062005,29.248220859502432
9,18.0,29.981839880167087,29.156286660150688
10,20.0,29.977377430329156,29.064789819546515
11,22.0,29.972444524324924,28.97372579861534
12,24.0,29.967046044726494,28.883090105390828
13,26.0,29.961186823432786,28.792878294525973
14,28.0,29.954871642195453,28.703085966809255
15,30.0,29.948105233139312,28.613708768685836
16,32.0,29.940892279277403,28.52474239178373
17,34.0,29.93323741502068,28.43618257244485
18,36.0,29.92514522668243,28.34802509126097
19,38.0,29.91662025297745,28.26026577261449
20,40.0,29.907666985516027,28.172900484223927
21,42.0,29.898289869292825,28.085925136694208
22,44.0,29.88849330317067,27.999335683071525
23,46.0,29.878281640359322,27.913128118402902
24,48.0,29.867659188889288,27.827298479300268
25,50.0,29.8566302120807,27.741842843509108
26,52.0,29.84519892900734,27.656757329481533
27,54.0,29.833369514955848,27.57203809595384
28,56.0,29.82114610188016,27.487681341528404
29,58.0,29.808532778851234,27.403683304259953
30,60.0,29.795533592502093,27.3200402612461
31,62.0,29.78215254746828,27.236748528222144
32,64.0,29.768393606823704,27.153804459160085
33,66.0,29.754260692512013,27.07120444587178
34,68.0,29.739757685773416,26.988944917616223
35,70.0,29.72488842756716,26.907022340710913
36,72.0,29.709656718989557,26.82543321814724
37,74.0,29.694066321687707,26.744174089209874
38,76.0,29.67812095826891,26.6632415291001
39,78.0,29.661824312705836,26.582632148563064
40,80.0,29.6451800307375,26.50234259351887
41,82.0,29.628191720266045,26.42236954469754
42,84.0,29.61086295174946,26.342709717277735
43,86.0,29.593197258590152,26.26335986052923
44,88.0,29.575198137519553,26.184316757459115
45,90.0,29.556869048978687,26.105577224461648
46,92.0,29.538213417494813,26.027138110971748
47,94.0,29.519234632054147,25.94899629912209
48,96.0,29.499936046470726,25.87114870340377
49,98.0,29.480320979751443,25.79359227033044
50,100.0,29.460392716457278,25.716323978106004
51,102.0,29.440154507060786,25.63934083629571
52,104.0,29.419609568299894,25.562639885500666
53,106.0,29.398761083528004,25.48621819703574
54,108.0,29.377612203060476,25.410072872610797
55,110.0,29.356166044517504,25.334201044015263
56,112.0,29.33442569316344,25.258599872805938
57,114.0,29.312394202242587,25.183266549998052
58,116.0,29.290074593311537,25.108198295759557
59,118.0,29.267469856568013,25.033392359108532
60,120.0,29.244582951176337,24.958846017613805
61,122.0,29.22141680558951,24.884556577098614
62,124.0,29.197974317867935,24.810521371347395
63,126.0,29.17425835599485,24.73673776181557
64,128.0,29.150271758188477,24.663203137342364
65,130.0,29.126017333210932,24.58991491386664
66,132.0,29.101497860673938,24.51687053414561
67,134.0,29.076716091341353,24.444067467476522
68,136.0,29.051674747428567,24.371503209421217
69,138.0,29.026376522898794,24.299175281533536
70,140.0,29.000824083756278,24.227081231089585
71,142.0,28.975020068336455,24.155218630820755
72,144.0,28.94896708759313,24.083585078649552
73,146.0,28.922667725382624,24.012178197428153
74,148.0,28.89612453874503,23.94099563467967
75,150.0,28.869340058182516,23.87003506234212
76,152.0,28.842316787934728,23.799294176515016
77,154.0,28.815057206251378,23.72877069720863
78,156.0,28.787563765661957,23.65846236809583
79,158.0,28.75983889324268,23.588366956266498
80,160.0,28.731884990880648,23.5184822519845
81,162.0,28.703704435535265,23.44880606844719
82,164.0,28.67529957949695,23.379336241547374
83,166.0,28.64667275064317,23.31007062963779
84,168.0,28.61782625269179,23.241007113297993
85,170.0,28.588762365451824,23.172143595103698
86,172.0,28.559483345071566,23.103477999398468
87,174.0,28.529991424284145,23.035008272067827
88,176.0,28.500288812650545,22.966732380315673
89,178.0,28.470377696800085,22.89864831244303
90,180.0,28.440260240668422,22.83075407762909
91,182.0,28.409938585733073,22.763047705714545
92,184.0,28.379414851246484,22.69552724698714
93,186.0,28.3486911344667,22.628190771969475
94,188.0,28.317769510885636,22.56103637120899
95,190.0,28.28665203445495,22.494062155070154
96,192.0,28.25534073780963,22.427266253528785
97,194.0,28.223837632489193,22.360646815968522
98,196.0,28.192144709156647,22.294202010979397
99,198.0,28.16026393781515,22.22793002615851
100,200.0,28.12819726802241,22.161829067912766
101,202.0,28.0959466291029,22.095897361263653
102,204.0,28.063513930357825,22.030133149654056
103,206.0,28.03090106127294,21.96453469475708
104,208.0,27.9981098917242,21.89910027628685
105,210.0,27.9651422721813,21.833828191811254
106,212.0,27.932000033909027,21.768716756566675
107,214.0,27.898684989166632,21.70376430327461
108,216.0,27.865198931405054,21.638969181960196
109,218.0,27.831543635462108,21.57432975977264
110,220.0,27.797720857755678,21.509844420807486
111,222.0,27.763732336474877,21.445511565930758
112,224.0,27.729579791769233,21.381329612604887
113,226.0,27.695264925935913,21.317296994716475
114,228.0,27.660789423604996,21.25341216240585
115,230.0,27.62615495192284,21.189673581898372
116,232.0,27.59136316073352,21.12607973533748
117,234.0,27.556415682758402,21.06262912061952
118,236.0,27.521314133773867,20.999320251230223
119,238.0,27.486060112787147,20.936151656082938
120,240.0,27.450655202210367,20.873121879358507
121,242.0,27.41510096803279,20.810229480346813
122,244.0,27.379398959991242,20.747473033289968
123,246.0,27.3435507117388,20.684851127227144
124,248.0,27.30755774101171,20.622362365841003
125,250.0,27.27142154979457,20.560005367305703
126,252.0,27.23514362448382,20.497778764136527
127,254.0,27.198725436049507,20.435681203041025
128,256.0,27.162168440195405,20.373711344771728
129,258.0,27.125474077517435,20.311867863980392
130,260.0,27.08864377366048,20.250149449073724
131,262.0,27.051678939473522,20.18855480207066
132,264.0,27.014580971163237,20.127082638461058
133,266.0,26.977351250445928,20.065731687065913
134,268.0,26.93999114469793,20.004500689899004
135,270.0,26.902502007104424,19.943388402029964
136,272.0,26.864885176806723,19.882393591448782
137,274.0,26.827141979048033,19.82151503893171
138,276.0,26.789273725317674,19.760751537908575
139,278.0,26.751281713493842,19.700101894331436
140,280.0,26.713167227984858,19.63956492654464
141,282.0,26.674931539868968,19.579139465156196
142,284.0,26.636575907032682,19.518824352910514
143,286.0,26.598101574307695,19.458618444562433
144,288.0,26.55950977360637,19.398520606752584
145,290.0,26.520801724055804,19.338529717884033
146,292.0,26.481978632130552,19.278644668000197
147,294.0,26.4430416917839,19.21886435866405
148,296.0,26.403992084577844,19.159187702838555
149,298.0,26.364830979811682,19.099613624768356
150,300.0,26.325559534649287,19.040141059862695
151,302.0,26.286178894245037,18.98076895457954
152,304.0,26.246690191868463,18.921496266310918
153,306.0,26.207094549027612,18.862321963269437
154,308.0,26.167393075591082,18.80324502437598
155,310.0,26.12758686990884,18.744264439148576
156,312.0,26.087677018931757,18.685379207592426
157,314.0,26.047664598329924,18.626588340091047
158,316.0,26.007550672609714,18.567890857298572
159,318.0,25.96733629522965,18.50928579003316
160,320.0,25.927022508715073,18.450772179171505
161,322.0,25.886610344771594,18.39234907554444
162,324.0,25.846100824397393,18.33401553983364
163,326.0,25.805494957994345,18.275770642469375
164,328.0,25.76479374547799,18.21761346352935
165,330.0,25.723998176386377,18.159543092638568
166,332.0,25.683109229987743,18.101558628870247
167,334.0,25.64212787538711,18.043659180647765
168,336.0,25.601055071631762,17.98584386564762
169,338.0,25.559891767815632,17.928111810703395
170,340.0,25.518638903182595,17.870462151710726
171,342.0,25.47729740722869,17.81289403353325
172,344.0,25.43586819980331,17.755406609909535
173,346.0,25.39435219120929,17.69799904336097
174,348.0,25.352750282302,17.64067050510061
175,350.0,25.3110633645874,17.583420174942976
176,352.0,25.269292320319053,17.52624724121479
177,354.0,25.227438022594164,17.469150900666623
178,356.0,25.185501335448613,17.412130358385465
179,358.0,25.14348311395097,17.355184827708225
180,360.0,25.101384204295606,17.2983135301361
181,362.0,25.05920544389474,17.241515695249824
182,364.0,25.01694766146963,17.18479056062586
183,366.0,24.974611677140743,17.12813737175337
184,368.0,24.932198302517026,17.07155538195212
185,370.0,24.889708340784242,17.015043852291214
186,372.0,24.847142586792387,16.958602051508656
187,374.0,24.804501827142207,16.902229255931754
188,376.0,24.7617868402708,16.845924749398385
189,378.0,24.718998396536357,16.78968782317901
190,380.0,24.676137258301992,16.733517775899557
191,382.0,24.633204180018733,16.677413913465088
192,384.0,24.590199908307632,16.621375548984236
193,386.0,24.547125182041018,16.565402002694455
194,388.0,24.503980732422928,16.509492601888034
195,390.0,24.460767283068684,16.45364668083887
196,392.0,24.417485550083658,16.397863580730025
197,394.0,24.37413624214121,16.342142649582016
198,396.0,24.330720060559806,16.286483242181838
199,398.0,24.287237699379382,16.230884720012757
200,400.0,24.243689845436858,16.17534645118481
201,402.0,24.200077178440903,16.119867810366024
202,404.0,24.156400371045905,16.064448178714358
203,406.0,24.112660088925193,16.009086943810345
204,408.0,24.068856990843493,15.953783499590443
205,410.0,24.024991728728615,15.898537246281068
206,412.0,23.98106494774241,15.843347590333309
207,414.0,23.93707728635101,15.788213944358331
208,416.0,23.89302937639429,15.733135727063445
209,418.0,23.84892184315466,15.678112363188834
210,420.0,23.804755305425115,15.62314328344495
211,422.0,23.76053037557657,15.568227924450543
212,424.0,23.716247659624536,15.513365728671346
213,426.0,23.67190775729506,15.458556144359397
214,428.0,23.627511262090003,15.403798625492984
215,430.0,23.58305876135164,15.34909263171721
216,432.0,23.53855083632659,15.294437628285191
217,434.0,23.493988062229068,15.239833085999845
218,436.0,23.449371008303505,15.185278481156297
219,438.0,23.404700237886495,15.130773295484884
220,440.0,23.359976308468106,15.076317016094734
221,442.0,23.315199771752575,15.021909135417959
222,444.0,23.27037117371833,14.967549151154396
223,446.0,23.225491054677445,14.913236566216945
224,448.0,23.180559949334416,14.858970888677467
225,450.0,23.135578386844376,14.804751631713236
226,452.0,23.090546890870698,14.750578313553957
227,454.0,23.045465979641957,14.696450457429329
228,456.0,23.000336166008374,14.642367591517159
229,458.0,22.955157957497608,14.588329248891995
230,460.0,22.90993185637001,14.53433496747432
231,462.0,22.86465835967328,14.480384289980249
232,464.0,22.819337959296565,14.426476763871763
233,466.0,22.773971142024,14.372611941307458
234,468.0,22.728558389587693,14.318789379093793
235,470.0,22.683100178720156,14.26500863863686
236,472.0,22.63759698120619,14.211269285894641
237,474.0,22.592049263934236,14.157570891329772
238,476.0,22.546457488947183,14.103913029862793
239,478.0,22.50082211349267,14.050295280825877
240,480.0,22.45514359007285,13.996717227917044
241,482.0,22.40942236649363,13.94317845915486
242,484.0,22.36365888591342,13.889678566833586
243,486.0,22.317853586891367,13.836217147478807
244,488.0,22.27200690343508,13.782793801803523
245,490.0,22.22611926504788,13.72940813466468
246,492.0,22.18019109677554,13.67605975502017
247,494.0,22.13422281925254,13.622748275886266
248,496.0,22.088214848747857,13.569473314295507
249,498.0,22.042167597210277,13.516234491255014
250,500.0,21.996081472313218,13.46303143170524
251,502.0,21.949956877499122,13.409863764479143
252,504.0,21.90379421202334,13.356731122261799
253,506.0,21.857593870997604,13.303633141550412
254,508.0,21.811356245433025,13.25056946261476
255,510.0,21.765081722282652,13.197539729458034
256,512.0,21.7187706844836,13.144543589778097
257,514.0,21.67242351099871,13.091580694929135
258,516.0,21.626040576857793,13.038650699883712
259,518.0,21.579622253198476,12.985753263195221
260,520.0,21.533168907306568,12.93288804696071
261,522.0,21.486680902656047,12.88005471678412
262,524.0,21.44015859894863,12.827252941739877
263,526.0,21.39360235215291,12.774482394336875
264,528.0,21.347012514543092,12.721742750482841
265,530.0,21.30038943473736,12.669033689449048
266,532.0,21.2537334577358,12.616354893835416
267,534.0,21.207044924957962,12.563706049535961
268,536.0,21.160324174280007,12.511086845704614
269,538.0,21.113571540071487,12.458496974721383
270,540.0,21.066787353231756,12.40593613215887
271,542.0,21.019971941225958,12.353404016749138
272,544.0,20.973125628120677,12.300900330350931
273,546.0,20.926248734619218,12.248424777917208
274,548.0,20.879341578096504,12.195977067463039
275,550.0,20.83240447263362,12.143556910033826
276,552.0,20.785437729052,12.091164019673851
277,554.0,20.738441654947252,12.038798113395153
278,556.0,20.691416554722647,11.986458911146725
279,558.0,20.644362729622234,11.934146135784037
280,560.0,20.59728047776365,11.881859513038869
281,562.0,20.550170094170543,11.829598771489461
282,564.0,20.5030318708047,11.77736364253097
283,566.0,20.455866096597813,11.725153860346238
284,568.0,20.40867305748294,11.672969161876855
285,570.0,20.36145303642561,11.620809286794533
286,572.0,20.31420631345463,11.568673977472766
287,574.0,20.266933165692564,11.516562978958799
288,576.0,20.219633867385895,11.46447603894587
289,578.0,20.172308689934866,11.412412907745749
290,580.0,20.124957901923032,11.360373338261567
291,582.0,20.077581769146484,11.308357085960926
292,584.0,20.030180554642776,11.256363908849268
293,586.0,19.982754518719567,11.204393567443555
294,588.0,19.935303918982942,11.152445824746186
295,590.0,19.887829010365447,11.100520446219216
296,592.0,19.84033004515385,11.048617199758823
297,594.0,19.792807273016578,10.996735855670046
298,596.0,19.74526094103092,10.944876186641784
299,598.0,19.6976912937099,10.893037967722057
300,600.0,19.650098573028888,10.841220976293526
301,602.0,19.60248301845194,10.789424992049252
302,604.0,19.554844866957872,10.73764979696873
303,606.0,19.507184353066037,10.68589517529415
304,608.0,19.459501708861865,10.634160913506921
305,610.0,19.411797164022104,10.582446800304432
306,612.0,19.364070945839845,10.530752626577042
307,614.0,19.31632327924924,10.479078185385337
308,616.0,19.268554386849974,10.427423271937592
309,618.0,19.22076448893153,10.375787683567497
310,620.0,19.17295380349713,10.32417121971208
311,622.0,19.125122546287482,10.27257368188989
312,624.0,19.077270930804254,10.220994873679397
313,626.0,19.02939916833331,10.1694346006976
314,628.0,18.98150746796771,10.117892670578886
315,630.0,18.933596036630476,10.066368892954078
316,632.0,18.885665079097087,10.014863079429725
317,634.0,18.837714798017807,9.963375043567599
318,636.0,18.789745393939697,9.911904600864393
319,638.0,18.74175706532848,9.860451568731646
320,640.0,18.69375000859012,9.809015766475872
321,642.0,18.645724418092204,9.757597015278886
322,644.0,18.597680486185105,9.706195138178352
323,646.0,18.549618403222905,9.654809960048507
324,648.0,18.501538357584124,9.603441307581118
325,650.0,18.453440535692216,9.552089009266608
326,652.0,18.405325122035862,9.500752895375387
327,654.0,18.35719229918905,9.449432797939389
328,656.0,18.309042247830945,9.39812855073378
329,658.0,18.260875146765557,9.346839989258873
330,660.0,18.2126911729412,9.295566950722217
331,662.0,18.164490501469746,9.244309274020889
332,664.0,18.1162733056457,9.19306679972395
333,666.0,18.06803975696504,9.141839370055088
334,668.0,18.019790025143905,9.090626828875465
335,670.0,17.97152427813705,9.039429021666706
336,672.0,17.92324268215613,8.988245795514088
337,674.0,17.874945401687796,8.93707699908989
338,676.0,17.82663259951159,8.885922482636932
339,678.0,17.778304436717672,8.834782097952269
340,680.0,17.729961072724343,8.783655698371064
341,682.0,17.681602665295408,8.73254313875062
342,684.0,17.633229370557327,8.681444275454586
343,686.0,17.58484134301623,8.630358966337328
344,688.0,17.536438735574723,8.57928707072845
345,690.0,17.48802169954853,8.528228449417485
346,692.0,17.43959038468296,8.477182964638747
347,694.0,17.391144939169205,8.426150480056334
348,696.0,17.342685509660487,8.375130860749287
349,698.0,17.294212241287994,8.324123973196913
350,700.0,17.24572527767669,8.273129685264246
351,702.0,17.19722476096095,8.222147866187663
352,704.0,17.148710831800013,8.171178386560658
353,706.0,17.100183629393314,8.120221118319757
354,708.0,17.05164329149562,8.06927593473057
355,710.0,17.003089954432024,8.01834271037401
356,712.0,16.95452375311279,7.9674213211326395
357,714.0,16.905944821048035,7.91651164417715
358,716.0,16.857353290362244,7.865613557953008
359,718.0,16.80874929180868,7.814726942167219
360,720.0,16.760132954783593,7.763851677775234
361,722.0,16.711504407340303,7.712987646967993
362,724.0,16.662863776203157,7.662134733159101
363,726.0,16.614211186781297,7.611292820972146
364,728.0,16.56554676318233,7.56046179622813
365,730.0,16.51687062822582,7.509641545933051
366,732.0,16.468182903456672,7.458831958265602
367,734.0,16.419483709158342,7.408032922564998
368,736.0,16.370773164365946,7.357244329318935
369,738.0,16.322051386879206,7.30646607015167
370,740.0,16.273318493275273,7.255698037812221
371,742.0,16.224574598921418,7.2049401261626995
372,744.0,16.175819817987588,7.154192230166757
373,746.0,16.127054263458827,7.10345424587815
374,748.0,16.07827804714758,7.05272607042943
375,750.0,16.029491279705862,7.002007602020745
376,752.0,15.980694070637293,6.9512987399087605
377,754.0,15.931886528309033,6.9005993843956945
378,756.0,15.883068759963553,6.849909436818467
379,758.0,15.834240871730337,6.799228799537959
380,760.0,15.785402968637406,6.748557375928389
381,762.0,15.736555154622764,6.697895070366793
382,764.0,15.687697532545705,6.647241788222621
383,766.0,15.638830204198012,6.59659743584743
384,768.0,15.589953270315036,6.545961920564701
385,770.0,15.541066830586656,6.495335150659744
386,772.0,15.492170983668132,6.444717035369719
387,774.0,15.443265827190844,6.394107484873758
388,776.0,15.394351457772915,6.3435064102831875
389,778.0,15.345427971029729,6.292913723631853
390,780.0,15.296495461584335,6.242329337866549
391,782.0,15.247554023077754,6.191753166837539
392,784.0,15.19860374817916,6.141185125289179
393,786.0,15.14964472859597,6.090625128850646
394,788.0,15.100677055083832,6.040073094026745
395,790.0,15.051700817456496,5.989528938188827
396,792.0,15.00271610459559,5.938992579565794
397,794.0,14.953723004460294,5.938992579565794
